n: 1000
m: 512000
543.936
544.187
547.859
587.655
550.253
579.215
559.564
558.908
547.817
682.292
n: 16384000
m: 16384000
240.054
245.891
230.76
231.975
239.978
259.155
233.804
230.228
233.411
232.235
m: 8192000
311.379
290.701
350.712
302.817
303.28
307.614
314.39
281.959
284.76
298.938
m: 4096000
421.127
408.631
394.886
399.903
395.646
452.332
460.815
415.773
421.408
413.247
m: 2048000
692.131
662.783
639.643
640.717
629.63
634.542
633.892
639.87
657.912
628.58
m: 1024000
1125.48
1133.38
1137.69
1114.45
1127.1
1112.76
1127.7
1076.64
1080.22
1082.35
n: 32768000
m: 32768000
487.767
466.044
462.932
465.372
466.024
463.737
464.849
461.835
467.262
464.446
m: 16384000
610.663
571.09
571.611
575.56
569.935
575.718
576.478
577.067
569.956
570.666
m: 8192000
844.536
782.639
785.137
774.236
765.4
774.522
777.479
784.172
789.902
785.528
m: 4096000
1269.64
1176.74
1082.67
1098.71
1104.54
1100.91
1183.49
1207.13
1204.64
1187.55
m: 2048000
1894.51
1834.85
1867.36
1860.22
1920.39
1836.88
1846.85
1872.27
1836.91
1844.47
